42.5517 -93.05227
41.36694 -93.47271
41.50015 -94.64295
41.61443 -94.01745
41.02749 -94.19801
40.99502 -92.30685
41.28891 -91.55238
42.82888 -96.55948
42.78192 -94.9486
41.02667 -92.80575
42.11249 -92.98853
42.14833 -91.61851
42.52026 -93.37604
42.8058 -93.47659
43.06997 -94.23302
41.81999 -93.61161
40.7064 -93.36521
42.75275 -92.79519
42.67359 -95.29055
43.19858 -92.41712
42.98749 -96.01057
41.64416 -93.46466
43.3422 -96.30114
41.80001 -91.87073
42.03471 -93.61994
42.10834 -91.28516
40.80139 -95.60416
41.97919 -90.2518
42.15363 -90.59235
41.44527 -94.7647
41.72971 -93.60577
42.38832 -95.86668
42.58415 -92.88436
42.08721 -95.0461
43.11526 -95.74585
42.83303 -93.00547
41.94916 -95.46361
40.94944 -94.21912
42.74915 -91.67127
43.39607 -94.47831
43.37274 -95.12388
42.33471 -95.3475
42.51445 -90.75152
43.31136 -95.79113
41.91193 -95.13555
41.57114 -91.16599
40.57224 -94.5422
41.99694 -91.86213
41.4036 -95.01388
42.25137 -94.87776
41.71804 -94.93249
42.71276 -95.43667
42.61887 -91.7285
41.47666 -95.33805
43.03913 -94.83276
42.61441 -94.14607
41.8461 -94.42997
42.07418 -90.84153
42.63805 -90.86874
43.29274 -94.21802
42.51861 -90.96124
41.50706 -92.46962
42.50858 -94.36525
40.885 -95.795
43.06303 -92.51546
40.99418 -92.1674
42.31554 -95.59861
41.8261 -93.15159
41.85193 -94.55831
41.27695 -92.67964
40.80777 -94.05051
42.21971 -92.82353
42.03831 -94.14218
40.8467 -91.20848
40.66693 -94.72136
41.89694 -92.27824
42.25863 -90.42291
42.84608 -93.6141
41.7403 -90.97376
41.37694 -95.62028
40.70332 -94.35829
41.94498 -94.11468
42.31223 -90.8318
41.94973 -91.53545
41.52448 -90.51569
41.35995 -93.78424
40.87891 -91.94712
42.47998 -93.64299
41.90944 -92.08435
40.96223 -92.63408
40.57916 -95.22165
41.93027 -96.08085
40.61555 -94.47718
40.75169 -92.41491
41.50958 -90.76488
42.8683 -94.28969
43.37191 -93.11937
40.69809 -91.80322
41.70054 -93.46216
42.0597 -93.88023
41.85137 -94.00912
42.17581 -94.10607
43.19109 -96.00585
40.57888 -95.02998
42.63303 -93.24492
42.80303 -94.41803
42.31444 -92.00212
41.54443 -94.92415
42.18165 -94.97693
41.24499 -94.66886
41.17474 -91.81961
42.77386 -92.90742
43.09774 -93.80189
42.41083 -96.21391
41.73361 -92.44546
42.80971 -96.26919
42.4172 -93.37493
41.91804 -95.39611
41.45642 -90.72347
43.38579 -93.94662
43.06524 -93.27826
40.80754 -91.11292
43.45886 -91.86543
43.19746 -94.21969
41.20445 -92.8827
41.82586 -90.7582
41.5586 -95.99473
42.36192 -94.2958
43.18358 -91.86405
42.94637 -95.55001
41.78809 -90.25624
41.89832 -93.5291
40.6442 -92.0699
41.04999 -94.82331
41.518 -93.48515
43.41496 -93.01492
42.06582 -94.86693
41.23666 -95.41806
41.29055 -95.91807
42.30192 -91.00458
41.50746 -94.52127
43.11192 -91.67626
42.07443 -95.90862
42.52776 -92.44547
42.00833 -91.64407
42.11612 -91.08709
42.19083 -91.78518
40.73418 -92.87409
42.20388 -91.52406
42.47222 -90.83707
42.83358 -93.22215
41.01389 -93.3066
43.06636 -92.67241
41.9603 -90.46513
42.06832 -95.59167
42.9161 -96.51642
41.91916 -92.39463
42.74943 -95.55167
43.49108 -92.36045
41.08557 -92.52936
42.15193 -94.47442
40.63085 -92.92465
42.58719 -94.34552
41.88891 -91.05654
40.74194 -95.03831
42.73164 -93.73299
42.7847 -92.66769
42.90388 -91.14735
40.80065 -94.48307
43.13802 -93.37937
42.81221 -95.71279
42.11388 -93.15604
43.00359 -91.65237
42.34166 -96.0778
41.84447 -90.18874
40.63501 -93.45133
41.61324 -93.79787
42.07944 -92.40213
42.44525 -94.12579
40.91749 -95.26443
42.28082 -91.53044
40.65444 -95.23026
42.63944 -91.20208
41.67777 -93.24521
40.61916 -95.12081
41.90277 -93.30632
42.01777 -93.31521
41.25864 -91.37432
41.28003 -91.36071
43.15581 -92.59407
41.38197 -91.34988
42.22471 -92.87465
41.72917 -91.99768
40.7486 -94.61886
41.87477 -94.67845
41.16424 -91.71482
41.6764 -91.58045
41.5786 -95.33028
40.98999 -94.74081
42.47499 -95.78557
42.99274 -93.95745
40.75695 -93.31882
41.29197 -91.46155
42.7372 -93.36993
41.26194 -95.86083
42.89582 -96.30975
41.21456 -91.53731
41.365 -95.85807
43.38136 -92.11405
41.0586 -94.36135
41.03943 -94.46191
43.22329 -93.79244
41.27416 -94.87026
41.48332 -93.76244
42.97886 -94.74109
42.46471 -95.67501
43.08886 -94.55303
42.72219 -94.19718
41.68443 -93.96106
42.10748 -94.2408
42.23416 -95.72223
40.86448 -91.3146
41.52364 -90.57764
40.63917 -93.81161
41.84276 -94.22246
42.26136 -94.06857
40.74194 -93.83383
43.30331 -91.78571
41.9061 -94.82221
41.58028 -92.37491
41.82415 -95.34278
42.47527 -91.34542
42.42971 -91.33098
42.00225 -90.60708
42.09777 -95.3225
40.6636 -94.3394
41.32279 -92.33018
42.01777 -95.35528
40.74171 -91.33737
42.67137 -92.3374
40.93167 -93.45632
41.57259 -93.61024
41.53166 -94.00967
41.82336 -90.53819
41.51832 -94.22635
40.80943 -94.34218
41.55209 -94.26222
43.13136 -95.0236
42.46415 -92.62825
41.7428 -90.78237
43.4644 -94.62526
41.69475 -90.67542
40.64282 -91.5646
43.27942 -96.2328
40.83947 -92.08657
42.92219 -93.04214
41.92888 -95.49389
42.66182 -93.50549
40.79835 -92.48158
42.50056 -90.66457
42.75192 -92.97547
43.10468 -93.71133
42.47053 -93.99356
42.57915 -91.54654
42.56999 -92.16046
41.85247 -95.60125
42.56028 -90.77568
41.60148 -90.91194
42.48149 -91.1166
42.17166 -92.3063
42.66414 -93.90439
41.49193 -94.12412
41.77554 -95.4175
42.48166 -91.27236
42.46137 -95.15194
41.80917 -91.85101
41.22694 -93.92634
41.15921 -92.62979
42.64423 -91.40169
42.00611 -92.31685
40.91863 -92.22296
42.36082 -93.09965
41.65809 -90.58458
42.95748 -91.63071
42.85387 -91.40542
41.79165 -93.52216
41.59166 -95.05999
42.73971 -91.27791
42.46693 -92.25657
41.14916 -95.16388
40.84027 -94.10856
42.31276 -93.57882
43.24664 -92.43601
41.87362 -91.58518
41.01722 -95.40222
43.11274 -94.68304
42.445 -90.93208
40.83361 -95.30832
43.40163 -94.83276
42.46915 -92.28102
43.15997 -95.3275
41.59082 -94.87554
40.64918 -92.84048
42.64014 -92.04779
41.91945 -91.78101
41.00863 -91.96267
42.44278 -91.00625
42.9611 -91.36791
40.64031 -91.74294
42.27648 -94.40771
40.72194 -95.48082
42.84193 -91.80211
43.21969 -94.43053
41.93693 -92.86575
43.2644 -93.41826
40.86502 -92.33296
43.12775 -92.7363
42.58137 -94.8461
41.28971 -94.56164
43.25697 -93.63641
43.14331 -91.93266
42.49747 -94.16802
40.62976 -91.31515
43.24219 -95.15555
40.66809 -91.51127
42.1272 -93.96495
42.96525 -92.19962
42.88165 -92.30823
41.28475 -91.33877
41.21251 -92.43546
41.35614 -91.12932
41.57001 -91.73239
42.69358 -93.60549
42.50693 -95.41722
42.74193 -91.26208
42.24554 -93.39549
40.82722 -93.60716
42.8686 -91.23596
43.10246 -93.60188
42.14416 -92.14379
42.0936 -92.67575
42.67553 -93.12937
43.34386 -96.00224
41.48112 -92.39352
42.10693 -93.64966
42.4161 -92.2149
43.0158 -95.03749
41.87888 -92.78936
42.7269 -94.43691
42.18776 -92.7152
41.04694 -95.74251
42.05693 -94.72887
42.7358 -93.92078
42.92302 -93.61632
41.96753 -90.38291
42.28053 -94.2908
43.23774 -94.75137
42.49306 -90.87124
43.32996 -93.06937
42.03165 -94.2408
